time,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10
444.60000000000184,8.0039,3.8248,3.7121,5.6837,3.6485,5.1134,3.1909,5.5107,3.9407,2.5512
446.40000000000185,4.3335,4.1067,3.9401,3.1357,3.8886,2.733,3.4617,5.8948,4.2444,2.7528
448.20000000000186,4.6372,4.4093,4.1822,3.3387,4.1445,2.9478,3.7555,6.3058,4.5714,2.9703
450.0000000000019,4.9622,4.7343,4.4391,3.5549,4.4172,3.1794,4.0743,6.7454,4.9237,3.205
451.8000000000019,5.31,5.0832,2.3343,3.785,4.7079,3.4293,4.4201,3.6094,5.3032,3.4583
453.6000000000019,5.6821,5.4579,2.5079,4.03,5.0177,3.6988,2.3417,3.9033,2.9504,3.7315
455.4000000000019,3.0275,2.8911,2.6944,4.2909,5.3479,3.9895,2.5113,4.2212,3.1652,4.0264
457.2000000000019,3.2397,3.1026,2.8947,4.5687,5.6999,4.303,2.693,4.565,3.3957,4.3445
459.00000000000193,3.4669,3.3297,3.11,4.8645,6.075,4.6412,2.888,4.9368,3.643,4.6878
460.80000000000194,3.7099,3.5734,3.3412,2.5806,6.4748,2.5298,3.097,5.3389,3.9082,5.0583
462.60000000000196,3.97,3.8349,3.5896,2.7653,3.5454,2.7056,3.3212,5.7737,4.1928,2.7829
464.40000000000197,4.2483,4.1155,3.8565,2.9633,3.8299,2.8937,3.5617,3.0506,4.4982,2.9903
466.200000000002,4.5462,4.4167,4.1433,3.1754,4.1372,3.0948,3.8195,3.2493,4.8257,3.2132
468.000000000002,4.8649,4.74,4.4514,3.4026,4.4692,3.3098,4.096,3.461,5.1771,3.4526
469.800000000002,5.206,2.5128,4.7823,3.6462,4.8278,3.5399,4.3925,3.6864,5.5541,3.7099
